Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-4bw7,checkpoint-gv9f,checkpoint-fk7v,branch-gxdo,checkpoint-3ran,branch-az1z,checkpoint-ivyp,checkpoint-lc6f,checkpoint-i3d1,randomiser-ab8b,randomiser-jycv,randomiser-ygby,Randomise questionnaire elements?,Question Key,Response
1,1633100576035,01/10/2021 15:02:56,1633100575874,-4,01/10/2021 11:02:55,50681,20,questionnaire-xzp5,,16123978,zb8e0s4z,4764292,,complete,mtcihx,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1319x604,Demographics complete,Debrief (Mturk),2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,BEGIN QUESTIONNAIRE,
2,1633100586157,01/10/2021 15:03:06,1633100586050,-4,01/10/2021 11:03:06,50681,20,questionnaire-xzp5,,16123978,zb8e0s4z,4764292,,complete,mtcihx,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1319x604,Demographics complete,Debrief (Mturk),2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,END QUESTIONNAIRE,10177
1,1633100806681,01/10/2021 15:06:46,1633100806508,-4,01/10/2021 11:06:46,50681,20,questionnaire-xzp5,,16124202,tvdnry6c,4764632,,complete,piexhl,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Debrief (Mturk),2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,No,BEGIN QUESTIONNAIRE,
2,1633100814489,01/10/2021 15:06:54,1633100814368,-4,01/10/2021 11:06:54,50681,20,questionnaire-xzp5,,16124202,tvdnry6c,4764632,,complete,piexhl,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Debrief (Mturk),2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,No,END QUESTIONNAIRE,7860
1,1633101009113,01/10/2021 15:10:09,1633101009016,-4,01/10/2021 11:10:09,50681,20,questionnaire-xzp5,,16124370,7ft6kj76,4764454,,complete,mcuqqe,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,Demographics complete,Debrief (Mturk),2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,BEGIN QUESTIONNAIRE,
2,1633101028291,01/10/2021 15:10:28,1633101027967,-4,01/10/2021 11:10:27,50681,20,questionnaire-xzp5,,16124370,7ft6kj76,4764454,,complete,mcuqqe,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,Demographics complete,Debrief (Mturk),2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,END QUESTIONNAIRE,18950
1,1633101105331,01/10/2021 15:11:45,1633101105202,-4,01/10/2021 11:11:45,50681,20,questionnaire-xzp5,,16124448,f724213p,4764171,,complete,hzaleq,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1366x615,Demographics complete,Debrief (Mturk),2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,No,BEGIN QUESTIONNAIRE,
2,1633101127017,01/10/2021 15:12:07,1633101126928,-4,01/10/2021 11:12:06,50681,20,questionnaire-xzp5,,16124448,f724213p,4764171,,complete,hzaleq,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1366x615,Demographics complete,Debrief (Mturk),2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,No,END QUESTIONNAIRE,21726
1,1633101144748,01/10/2021 15:12:24,1633101145711,-6,01/10/2021 09:12:25,50681,20,questionnaire-xzp5,,16124484,8mcatmb3,4764534,,complete,gxzrzh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1536x864,1536x722,Demographics complete,Debrief (Mturk),2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,No,BEGIN QUESTIONNAIRE,
2,1633101149878,01/10/2021 15:12:29,1633101150872,-6,01/10/2021 09:12:30,50681,20,questionnaire-xzp5,,16124484,8mcatmb3,4764534,,complete,gxzrzh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1536x864,1536x722,Demographics complete,Debrief (Mturk),2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,No,END QUESTIONNAIRE,5161
1,1633101163436,01/10/2021 15:12:43,1633101163707,-4,01/10/2021 11:12:43,50681,20,questionnaire-xzp5,,16124501,s81aaj38,4764651,,complete,hrefvd,,computer,Desktop or Laptop,Windows 10,Edge 93.0.961.38,1366x768,1325x586,Demographics complete,Debrief (Mturk),2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,No,BEGIN QUESTIONNAIRE,
2,1633101170760,01/10/2021 15:12:50,1633101170982,-4,01/10/2021 11:12:50,50681,20,questionnaire-xzp5,,16124501,s81aaj38,4764651,,complete,hrefvd,,computer,Desktop or Laptop,Windows 10,Edge 93.0.961.38,1366x768,1325x586,Demographics complete,Debrief (Mturk),2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,No,END QUESTIONNAIRE,7275
1,1633101282722,01/10/2021 15:14:42,1633101282568,-4,01/10/2021 11:14:42,50681,20,questionnaire-xzp5,,16124600,uetnm0oc,4764250,,complete,stptga,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Debrief (Mturk),2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target1,No,BEGIN QUESTIONNAIRE,
2,1633101288562,01/10/2021 15:14:48,1633101288469,-4,01/10/2021 11:14:48,50681,20,questionnaire-xzp5,,16124600,uetnm0oc,4764250,,complete,stptga,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Debrief (Mturk),2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target1,No,END QUESTIONNAIRE,5901
