Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-4bw7,checkpoint-gv9f,checkpoint-fk7v,branch-gxdo,checkpoint-3ran,branch-az1z,checkpoint-ivyp,checkpoint-lc6f,checkpoint-i3d1,randomiser-ab8b,randomiser-jycv,randomiser-ygby,Randomise questionnaire elements?,Question Key,Response
1,1633103073955,01/10/2021 15:44:33,1633103073758,-4,01/10/2021 11:44:33,50681,20,questionnaire-9ki4,,16125930,gz2sdcfb,4764236,,complete,cewwsz,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,BEGIN QUESTIONNAIRE,
2,1633103084132,01/10/2021 15:44:44,1633103083994,-4,01/10/2021 11:44:43,50681,20,questionnaire-9ki4,,16125930,gz2sdcfb,4764236,,complete,cewwsz,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1263x609,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,Consent_Q,Consent
3,1633103084379,01/10/2021 15:44:44,1633103083998,-4,01/10/2021 11:44:43,50681,20,questionnaire-9ki4,,16125930,gz2sdcfb,4764236,,complete,cewwsz,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1263x609,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,Consent_Q-quantised,1
4,1633103084379,01/10/2021 15:44:44,1633103083999,-4,01/10/2021 11:44:43,50681,20,questionnaire-9ki4,,16125930,gz2sdcfb,4764236,,complete,cewwsz,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1263x609,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,END QUESTIONNAIRE,10241
1,1633103050324,01/10/2021 15:44:10,1633103046047,-4,01/10/2021 11:44:06,50681,20,questionnaire-9ki4,,16125915,0csnyc2j,4765236,,complete,prkuux,,computer,Desktop or Laptop,Windows 8.1,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,No,BEGIN QUESTIONNAIRE,
2,1633103058590,01/10/2021 15:44:18,1633103052942,-4,01/10/2021 11:44:12,50681,20,questionnaire-9ki4,,16125915,0csnyc2j,4765236,,complete,prkuux,,computer,Desktop or Laptop,Windows 8.1,Chrome 94.0.4606.61,1366x768,1349x657,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,No,Consent_Q,Consent
3,1633103058981,01/10/2021 15:44:18,1633103052945,-4,01/10/2021 11:44:12,50681,20,questionnaire-9ki4,,16125915,0csnyc2j,4765236,,complete,prkuux,,computer,Desktop or Laptop,Windows 8.1,Chrome 94.0.4606.61,1366x768,1349x657,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,No,Consent_Q-quantised,1
4,1633103058981,01/10/2021 15:44:18,1633103052946,-4,01/10/2021 11:44:12,50681,20,questionnaire-9ki4,,16125915,0csnyc2j,4765236,,complete,prkuux,,computer,Desktop or Laptop,Windows 8.1,Chrome 94.0.4606.61,1366x768,1349x657,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,No,END QUESTIONNAIRE,6899
1,1633103044890,01/10/2021 15:44:04,1633103044736,-4,01/10/2021 11:44:04,50681,20,questionnaire-9ki4,,16125914,cbt4ahak,4764866,,complete,cpucya,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1366x615,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,BEGIN QUESTIONNAIRE,
2,1633103061846,01/10/2021 15:44:21,1633103061737,-4,01/10/2021 11:44:21,50681,20,questionnaire-9ki4,,16125914,cbt4ahak,4764866,,complete,cpucya,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1349x615,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,Consent_Q,Consent
3,1633103062018,01/10/2021 15:44:22,1633103061739,-4,01/10/2021 11:44:21,50681,20,questionnaire-9ki4,,16125914,cbt4ahak,4764866,,complete,cpucya,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1349x615,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,Consent_Q-quantised,1
4,1633103062018,01/10/2021 15:44:22,1633103061740,-4,01/10/2021 11:44:21,50681,20,questionnaire-9ki4,,16125914,cbt4ahak,4764866,,complete,cpucya,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1366x768,1349x615,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,END QUESTIONNAIRE,17004
1,1633102986748,01/10/2021 15:43:06,1633102986572,5.5,01/10/2021 21:13:06,50681,20,questionnaire-9ki4,,16125876,c68heoec,4764227,,complete,ztdkuh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1920x969,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target1,No,BEGIN QUESTIONNAIRE,
2,1633102995024,01/10/2021 15:43:15,1633102994892,5.5,01/10/2021 21:13:14,50681,20,questionnaire-9ki4,,16125876,c68heoec,4764227,,complete,ztdkuh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1903x969,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target1,No,Consent_Q,Consent
3,1633102995257,01/10/2021 15:43:15,1633102994895,5.5,01/10/2021 21:13:14,50681,20,questionnaire-9ki4,,16125876,c68heoec,4764227,,complete,ztdkuh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1903x969,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target1,No,Consent_Q-quantised,1
4,1633102995257,01/10/2021 15:43:15,1633102994896,5.5,01/10/2021 21:13:14,50681,20,questionnaire-9ki4,,16125876,c68heoec,4764227,,complete,ztdkuh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1903x969,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target1,No,END QUESTIONNAIRE,8324
1,1633102679709,01/10/2021 15:37:59,1633102681600,-4,01/10/2021 11:38:01,50681,20,questionnaire-9ki4,,16125703,qkgy7d3u,4765161,,complete,fpbwog,,computer,Desktop or Laptop,Windows 8.1,Chrome 94.0.4606.61,1280x720,1280x622,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,BEGIN QUESTIONNAIRE,
2,1633102705152,01/10/2021 15:38:25,1633102707079,-4,01/10/2021 11:38:27,50681,20,questionnaire-9ki4,,16125703,qkgy7d3u,4765161,,complete,fpbwog,,computer,Desktop or Laptop,Windows 8.1,Chrome 94.0.4606.61,1280x720,1263x622,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,Consent_Q,Consent
3,1633102705370,01/10/2021 15:38:25,1633102707082,-4,01/10/2021 11:38:27,50681,20,questionnaire-9ki4,,16125703,qkgy7d3u,4765161,,complete,fpbwog,,computer,Desktop or Laptop,Windows 8.1,Chrome 94.0.4606.61,1280x720,1263x622,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,Consent_Q-quantised,1
4,1633102705370,01/10/2021 15:38:25,1633102707082,-4,01/10/2021 11:38:27,50681,20,questionnaire-9ki4,,16125703,qkgy7d3u,4765161,,complete,fpbwog,,computer,Desktop or Laptop,Windows 8.1,Chrome 94.0.4606.61,1280x720,1263x622,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,END QUESTIONNAIRE,25483
1,1633102672709,01/10/2021 15:37:52,1633102670636,-4,01/10/2021 11:37:50,50681,20,questionnaire-9ki4,,16125699,af6m5zf0,4765157,,complete,orqwcx,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.82,1360x768,1700x825,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,No,BEGIN QUESTIONNAIRE,
2,1633102689518,01/10/2021 15:38:09,1633102687511,-4,01/10/2021 11:38:07,50681,20,questionnaire-9ki4,,16125699,af6m5zf0,4765157,,complete,orqwcx,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.82,1360x768,1679x825,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,No,Consent_Q,Consent
3,1633102689907,01/10/2021 15:38:09,1633102687513,-4,01/10/2021 11:38:07,50681,20,questionnaire-9ki4,,16125699,af6m5zf0,4765157,,complete,orqwcx,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.82,1360x768,1679x825,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,No,Consent_Q-quantised,1
4,1633102689907,01/10/2021 15:38:09,1633102687513,-4,01/10/2021 11:38:07,50681,20,questionnaire-9ki4,,16125699,af6m5zf0,4765157,,complete,orqwcx,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.82,1360x768,1679x825,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,No,END QUESTIONNAIRE,16877
1,1633102622565,01/10/2021 15:37:02,1633102622456,0,01/10/2021 15:37:02,50681,20,questionnaire-9ki4,,16125665,t2dozsku,4765140,,complete,lfjysw,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1536x864,1536x722,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,No,BEGIN QUESTIONNAIRE,
2,1633102719294,01/10/2021 15:38:39,1633102718938,0,01/10/2021 15:38:38,50681,20,questionnaire-9ki4,,16125665,t2dozsku,4765140,,complete,lfjysw,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1536x864,1519x722,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,No,Consent_Q,Consent
3,1633102719436,01/10/2021 15:38:39,1633102718943,0,01/10/2021 15:38:38,50681,20,questionnaire-9ki4,,16125665,t2dozsku,4765140,,complete,lfjysw,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1536x864,1519x722,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,No,Consent_Q-quantised,1
4,1633102719436,01/10/2021 15:38:39,1633102718943,0,01/10/2021 15:38:38,50681,20,questionnaire-9ki4,,16125665,t2dozsku,4765140,,complete,lfjysw,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1536x864,1519x722,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,No,END QUESTIONNAIRE,96487
1,1633102601656,01/10/2021 15:36:41,1633102602570,-4,01/10/2021 11:36:42,50681,20,questionnaire-9ki4,,16125646,awpikapw,4765139,,complete,qngwft,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1920x1080,1081x935,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,No,BEGIN QUESTIONNAIRE,
2,1633102606384,01/10/2021 15:36:46,1633102607357,-4,01/10/2021 11:36:47,50681,20,questionnaire-9ki4,,16125646,awpikapw,4765139,,complete,qngwft,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1920x1080,1064x935,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,No,Consent_Q,Consent
3,1633102606567,01/10/2021 15:36:46,1633102607359,-4,01/10/2021 11:36:47,50681,20,questionnaire-9ki4,,16125646,awpikapw,4765139,,complete,qngwft,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1920x1080,1064x935,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,No,Consent_Q-quantised,1
4,1633102606567,01/10/2021 15:36:46,1633102607359,-4,01/10/2021 11:36:47,50681,20,questionnaire-9ki4,,16125646,awpikapw,4765139,,complete,qngwft,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1920x1080,1064x935,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,No,END QUESTIONNAIRE,4789
1,1633102599262,01/10/2021 15:36:39,1633102601075,-7,01/10/2021 08:36:41,50681,20,questionnaire-9ki4,,16125642,k5kvq6gx,4765143,,complete,woxzet,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1317x520,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,BEGIN QUESTIONNAIRE,
2,1633102606868,01/10/2021 15:36:46,1633102608736,-7,01/10/2021 08:36:48,50681,20,questionnaire-9ki4,,16125642,k5kvq6gx,4765143,,complete,woxzet,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1300x520,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,Consent_Q,Consent
3,1633102607020,01/10/2021 15:36:47,1633102608738,-7,01/10/2021 08:36:48,50681,20,questionnaire-9ki4,,16125642,k5kvq6gx,4765143,,complete,woxzet,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1300x520,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,Consent_Q-quantised,1
4,1633102607020,01/10/2021 15:36:47,1633102608738,-7,01/10/2021 08:36:48,50681,20,questionnaire-9ki4,,16125642,k5kvq6gx,4765143,,complete,woxzet,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1300x520,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,END QUESTIONNAIRE,7663
1,1633102532161,01/10/2021 15:35:32,1633102531707,-4,01/10/2021 11:35:31,50681,20,questionnaire-9ki4,,16125591,96tasld1,4764939,,complete,jdjuzj,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,BEGIN QUESTIONNAIRE,
2,1633102883212,01/10/2021 15:41:23,1633102880748,-4,01/10/2021 11:41:20,50681,20,questionnaire-9ki4,,16125591,96tasld1,4764939,,complete,jdjuzj,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1349x657,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,Consent_Q,Consent
3,1633102883837,01/10/2021 15:41:23,1633102880751,-4,01/10/2021 11:41:20,50681,20,questionnaire-9ki4,,16125591,96tasld1,4764939,,complete,jdjuzj,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1349x657,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,Consent_Q-quantised,1
4,1633102883837,01/10/2021 15:41:23,1633102880752,-4,01/10/2021 11:41:20,50681,20,questionnaire-9ki4,,16125591,96tasld1,4764939,,complete,jdjuzj,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1349x657,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,END QUESTIONNAIRE,349045
1,1633102516240,01/10/2021 15:35:16,1633102518307,-7,01/10/2021 08:35:18,50681,20,questionnaire-9ki4,,16125581,rq775eke,4765111,,complete,flfhzr,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.63,1366x768,1366x625,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,No,BEGIN QUESTIONNAIRE,
2,1633102520781,01/10/2021 15:35:20,1633102522932,-7,01/10/2021 08:35:22,50681,20,questionnaire-9ki4,,16125581,rq775eke,4765111,,complete,flfhzr,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.63,1366x768,1349x625,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,No,Consent_Q,Consent
3,1633102521164,01/10/2021 15:35:21,1633102522935,-7,01/10/2021 08:35:22,50681,20,questionnaire-9ki4,,16125581,rq775eke,4765111,,complete,flfhzr,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.63,1366x768,1349x625,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,No,Consent_Q-quantised,1
4,1633102521164,01/10/2021 15:35:21,1633102522935,-7,01/10/2021 08:35:22,50681,20,questionnaire-9ki4,,16125581,rq775eke,4765111,,complete,flfhzr,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.63,1366x768,1349x625,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,No,END QUESTIONNAIRE,4629
1,1633102461443,01/10/2021 15:34:21,1633102461179,-5,01/10/2021 10:34:21,50681,20,questionnaire-9ki4,,16125542,v7yzgn7x,4765074,,complete,iygrfy,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,BEGIN QUESTIONNAIRE,
2,1633102473054,01/10/2021 15:34:33,1633102471953,-5,01/10/2021 10:34:31,50681,20,questionnaire-9ki4,,16125542,v7yzgn7x,4765074,,complete,iygrfy,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1349x625,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,Consent_Q,Consent
3,1633102473398,01/10/2021 15:34:33,1633102471956,-5,01/10/2021 10:34:31,50681,20,questionnaire-9ki4,,16125542,v7yzgn7x,4765074,,complete,iygrfy,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1349x625,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,Consent_Q-quantised,1
4,1633102473398,01/10/2021 15:34:33,1633102471956,-5,01/10/2021 10:34:31,50681,20,questionnaire-9ki4,,16125542,v7yzgn7x,4765074,,complete,iygrfy,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1349x625,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,END QUESTIONNAIRE,10777
1,1633102427078,01/10/2021 15:33:47,1633102426963,-5,01/10/2021 10:33:46,50681,20,questionnaire-9ki4,,16125515,zzevb8u8,4764821,,complete,bpjlcc,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1364x768,1364x615,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,No,BEGIN QUESTIONNAIRE,
2,1633102435977,01/10/2021 15:33:55,1633102435885,-5,01/10/2021 10:33:55,50681,20,questionnaire-9ki4,,16125515,zzevb8u8,4764821,,complete,bpjlcc,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1364x768,1347x615,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,No,Consent_Q,Consent
3,1633102436156,01/10/2021 15:33:56,1633102435888,-5,01/10/2021 10:33:55,50681,20,questionnaire-9ki4,,16125515,zzevb8u8,4764821,,complete,bpjlcc,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1364x768,1347x615,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,No,Consent_Q-quantised,1
4,1633102436156,01/10/2021 15:33:56,1633102435891,-5,01/10/2021 10:33:55,50681,20,questionnaire-9ki4,,16125515,zzevb8u8,4764821,,complete,bpjlcc,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1364x768,1347x615,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,No,END QUESTIONNAIRE,8928
1,1633102397631,01/10/2021 15:33:17,1633102397493,-5,01/10/2021 10:33:17,50681,20,questionnaire-9ki4,,16125493,hgwih6mx,4764610,,complete,yrrftc,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1364x768,1364x615,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,BEGIN QUESTIONNAIRE,
2,1633102404694,01/10/2021 15:33:24,1633102404613,-5,01/10/2021 10:33:24,50681,20,questionnaire-9ki4,,16125493,hgwih6mx,4764610,,complete,yrrftc,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1364x768,1347x615,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,Consent_Q,Consent
3,1633102404897,01/10/2021 15:33:24,1633102404624,-5,01/10/2021 10:33:24,50681,20,questionnaire-9ki4,,16125493,hgwih6mx,4764610,,complete,yrrftc,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1364x768,1347x615,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,Consent_Q-quantised,1
4,1633102404897,01/10/2021 15:33:24,1633102404625,-5,01/10/2021 10:33:24,50681,20,questionnaire-9ki4,,16125493,hgwih6mx,4764610,,complete,yrrftc,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1364x768,1347x615,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,No,END QUESTIONNAIRE,7132
1,1633102349669,01/10/2021 15:32:29,1633102350268,-4,01/10/2021 11:32:30,50681,20,questionnaire-9ki4,,16125446,m1gyznc5,4765009,,complete,fcpgjs,,mobile,Samsung SM-G998U,Android 11,Chrome 93.0.4577.82,915x412,838x284,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,No,BEGIN QUESTIONNAIRE,
2,1633102357736,01/10/2021 15:32:37,1633102358374,-4,01/10/2021 11:32:38,50681,20,questionnaire-9ki4,,16125446,m1gyznc5,4765009,,complete,fcpgjs,,mobile,Samsung SM-G998U,Android 11,Chrome 93.0.4577.82,915x412,838x284,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,No,Consent_Q,Consent
3,1633102357956,01/10/2021 15:32:37,1633102358375,-4,01/10/2021 11:32:38,50681,20,questionnaire-9ki4,,16125446,m1gyznc5,4765009,,complete,fcpgjs,,mobile,Samsung SM-G998U,Android 11,Chrome 93.0.4577.82,915x412,838x284,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,No,Consent_Q-quantised,1
4,1633102357956,01/10/2021 15:32:37,1633102358376,-4,01/10/2021 11:32:38,50681,20,questionnaire-9ki4,,16125446,m1gyznc5,4765009,,complete,fcpgjs,,mobile,Samsung SM-G998U,Android 11,Chrome 93.0.4577.82,915x412,838x284,Demographics complete,Consent (Mturk),8,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,No,END QUESTIONNAIRE,8108
