Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-4bw7,checkpoint-gv9f,checkpoint-fk7v,branch-gxdo,checkpoint-3ran,branch-az1z,checkpoint-ivyp,checkpoint-lc6f,checkpoint-i3d1,randomiser-ab8b,randomiser-jycv,randomiser-ygby,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
1,1633101465675,01/10/2021 15:17:45,1633101465358,-4,01/10/2021 11:17:45,50681,20,task-hf2c,,16124751,vckqurvc,4764680,,complete,abzgfn,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633101477605,01/10/2021 15:17:57,1633101477318,-4,01/10/2021 11:17:57,50681,20,task-hf2c,,16124751,vckqurvc,4764680,,complete,abzgfn,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,11884,,,,,0,1,0,,,,,,Completion code
3,1633101480329,01/10/2021 15:18:00,1633101480011,-4,01/10/2021 11:18:00,50681,20,task-hf2c,,16124751,vckqurvc,4764680,,complete,abzgfn,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,2674.100000143051,,,,,0,1,0,,,,,,Completion code
4,1633101483328,01/10/2021 15:18:03,1633101483045,-4,01/10/2021 11:18:03,50681,20,task-hf2c,,16124751,vckqurvc,4764680,,complete,abzgfn,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,3015.7999999523163,,,Yes,1,1,0,0,,,,,,Completion code
5,1633101484704,01/10/2021 15:18:04,1633101484423,-4,01/10/2021 11:18:04,50681,20,task-hf2c,,16124751,vckqurvc,4764680,,complete,abzgfn,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,1361.2999999523163,,,,,0,1,0,,,,,,Completion code
6,1633101484861,01/10/2021 15:18:04,1633101484442,-4,01/10/2021 11:18:04,50681,20,task-hf2c,,16124751,vckqurvc,4764680,,complete,abzgfn,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,19.967000000000553,,,,,0,1,0,,,1,,,Completion code
7,1633101484861,01/10/2021 15:18:04,1633101484445,-4,01/10/2021 11:18:04,50681,20,task-hf2c,,16124751,vckqurvc,4764680,,complete,abzgfn,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,,,END TASK,,,,,19087,,,,,0,1,0,,,,,,
1,1633101482797,01/10/2021 15:18:02,1633101482635,-4,01/10/2021 11:18:02,50681,20,task-hf2c,,16124767,0sf07ixh,4764282,,complete,fbcdnc,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633101485976,01/10/2021 15:18:05,1633101485878,-4,01/10/2021 11:18:05,50681,20,task-hf2c,,16124767,0sf07ixh,4764282,,complete,fbcdnc,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,3183.5999999046326,,,,,0,1,0,,,,,,Completion code
3,1633101488974,01/10/2021 15:18:08,1633101488821,-4,01/10/2021 11:18:08,50681,20,task-hf2c,,16124767,0sf07ixh,4764282,,complete,fbcdnc,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,2936.2999999523163,,,,,0,1,0,,,,,,Completion code
4,1633101491177,01/10/2021 15:18:11,1633101491084,-4,01/10/2021 11:18:11,50681,20,task-hf2c,,16124767,0sf07ixh,4764282,,complete,fbcdnc,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,2253.7999999523163,,,Yes,1,1,0,0,,,,,,Completion code
5,1633101493239,01/10/2021 15:18:13,1633101493144,-4,01/10/2021 11:18:13,50681,20,task-hf2c,,16124767,0sf07ixh,4764282,,complete,fbcdnc,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,2051.7000000476837,,,,,0,1,0,,,,,,Completion code
6,1633101493442,01/10/2021 15:18:13,1633101493170,-4,01/10/2021 11:18:13,50681,20,task-hf2c,,16124767,0sf07ixh,4764282,,complete,fbcdnc,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,31.25,,,,,0,1,0,,,1,,,Completion code
7,1633101493442,01/10/2021 15:18:13,1633101493173,-4,01/10/2021 11:18:13,50681,20,task-hf2c,,16124767,0sf07ixh,4764282,,complete,fbcdnc,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,,,END TASK,,,,,10538,,,,,0,1,0,,,,,,
1,1633101553724,01/10/2021 15:19:13,1633101553584,-4,01/10/2021 11:19:13,50681,20,task-hf2c,,16124835,ohl8y901,4764785,,complete,jayusf,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1364x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633101555443,01/10/2021 15:19:15,1633101555328,-4,01/10/2021 11:19:15,50681,20,task-hf2c,,16124835,ohl8y901,4764785,,complete,jayusf,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1364x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,1660.1000003814697,,,,,0,1,0,,,,,,Completion code
3,1633101556924,01/10/2021 15:19:16,1633101556802,-4,01/10/2021 11:19:16,50681,20,task-hf2c,,16124835,ohl8y901,4764785,,complete,jayusf,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1364x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,1462.3999996185303,,,,,0,1,0,,,,,,Completion code
4,1633101558410,01/10/2021 15:19:18,1633101558308,-4,01/10/2021 11:19:18,50681,20,task-hf2c,,16124835,ohl8y901,4764785,,complete,jayusf,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1364x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,1488.1000003814697,,,Yes,1,1,0,0,,,,,,Completion code
5,1633101561676,01/10/2021 15:19:21,1633101561186,-4,01/10/2021 11:19:21,50681,20,task-hf2c,,16124835,ohl8y901,4764785,,complete,jayusf,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1364x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,2866.699999809265,,,,,0,1,0,,,,,,Completion code
6,1633101561888,01/10/2021 15:19:21,1633101561212,-4,01/10/2021 11:19:21,50681,20,task-hf2c,,16124835,ohl8y901,4764785,,complete,jayusf,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1364x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,16.666000000001077,,,,,0,1,0,,,1,,,Completion code
7,1633101561888,01/10/2021 15:19:21,1633101561215,-4,01/10/2021 11:19:21,50681,20,task-hf2c,,16124835,ohl8y901,4764785,,complete,jayusf,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1364x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,,,END TASK,,,,,7631,,,,,0,1,0,,,,,,
1,1633101563375,01/10/2021 15:19:23,1633101563069,-5,01/10/2021 10:19:23,50681,20,task-hf2c,,16124844,i7mnsx46,4764777,,complete,rpkyid,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633101595354,01/10/2021 15:19:55,1633101595252,-5,01/10/2021 10:19:55,50681,20,task-hf2c,,16124844,i7mnsx46,4764777,,complete,rpkyid,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,32033,,,,,0,1,0,,,,,,Completion code
3,1633101605755,01/10/2021 15:20:05,1633101605301,-5,01/10/2021 10:20:05,50681,20,task-hf2c,,16124844,i7mnsx46,4764777,,complete,rpkyid,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,10027,,,,,0,1,0,,,,,,Completion code
4,1633101607842,01/10/2021 15:20:07,1633101607749,-5,01/10/2021 10:20:07,50681,20,task-hf2c,,16124844,i7mnsx46,4764777,,complete,rpkyid,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,2424,,,Yes,1,1,0,0,,,,,,Completion code
5,1633101609624,01/10/2021 15:20:09,1633101609241,-5,01/10/2021 10:20:09,50681,20,task-hf2c,,16124844,i7mnsx46,4764777,,complete,rpkyid,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,1474,,,,,0,1,0,,,,,,Completion code
6,1633101609749,01/10/2021 15:20:09,1633101609264,-5,01/10/2021 10:20:09,50681,20,task-hf2c,,16124844,i7mnsx46,4764777,,complete,rpkyid,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,31.25,,,,,0,1,0,,,1,,,Completion code
7,1633101609749,01/10/2021 15:20:09,1633101609269,-5,01/10/2021 10:20:09,50681,20,task-hf2c,,16124844,i7mnsx46,4764777,,complete,rpkyid,,computer,Desktop or Laptop,Windows 8.1,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,,,END TASK,,,,,46200,,,,,0,1,0,,,,,,
1,1633101610639,01/10/2021 15:20:10,1633101610513,-7,01/10/2021 08:20:10,50681,20,task-hf2c,,16124893,e18jcc25,4764769,,complete,dcynyo,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1360x768,1360x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633101614134,01/10/2021 15:20:14,1633101613775,-7,01/10/2021 08:20:13,50681,20,task-hf2c,,16124893,e18jcc25,4764769,,complete,dcynyo,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1360x768,1360x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,3197.4000000953674,,,,,0,1,0,,,,,,Completion code
3,1633101619192,01/10/2021 15:20:19,1633101618813,-7,01/10/2021 08:20:18,50681,20,task-hf2c,,16124893,e18jcc25,4764769,,complete,dcynyo,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1360x768,1360x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,5030.800000190735,,,,,0,1,0,,,,,,Completion code
4,1633101621270,01/10/2021 15:20:21,1633101621200,-7,01/10/2021 08:20:21,50681,20,task-hf2c,,16124893,e18jcc25,4764769,,complete,dcynyo,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1360x768,1360x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,2376.100000143051,,,Yes,1,1,0,0,,,,,,Completion code
5,1633101624293,01/10/2021 15:20:24,1633101623927,-7,01/10/2021 08:20:23,50681,20,task-hf2c,,16124893,e18jcc25,4764769,,complete,dcynyo,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1360x768,1360x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,2720.5999999046326,,,,,0,1,0,,,,,,Completion code
6,1633101624434,01/10/2021 15:20:24,1633101623943,-7,01/10/2021 08:20:23,50681,20,task-hf2c,,16124893,e18jcc25,4764769,,complete,dcynyo,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1360x768,1360x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,16.665999999999258,,,,,0,1,0,,,1,,,Completion code
7,1633101624434,01/10/2021 15:20:24,1633101623945,-7,01/10/2021 08:20:23,50681,20,task-hf2c,,16124893,e18jcc25,4764769,,complete,dcynyo,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1360x768,1360x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,,,END TASK,,,,,13432,,,,,0,1,0,,,,,,
1,1633101617350,01/10/2021 15:20:17,1633101617144,-4,01/10/2021 11:20:17,50681,20,task-hf2c,,16124898,fkepnk3o,4764801,,complete,telktn,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633101621175,01/10/2021 15:20:21,1633101621040,-4,01/10/2021 11:20:21,50681,20,task-hf2c,,16124898,fkepnk3o,4764801,,complete,telktn,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,3766.0999994277954,,,,,0,1,0,,,,,,Completion code
3,1633101623216,01/10/2021 15:20:23,1633101622609,-4,01/10/2021 11:20:22,50681,20,task-hf2c,,16124898,fkepnk3o,4764801,,complete,telktn,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,1551.8000001907349,,,,,0,1,0,,,,,,Completion code
4,1633101626003,01/10/2021 15:20:26,1633101625851,-4,01/10/2021 11:20:25,50681,20,task-hf2c,,16124898,fkepnk3o,4764801,,complete,telktn,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,3209.699999809265,,,Yes,1,1,0,0,,,,,,Completion code
5,1633101628512,01/10/2021 15:20:28,1633101628209,-4,01/10/2021 11:20:28,50681,20,task-hf2c,,16124898,fkepnk3o,4764801,,complete,telktn,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,2340.9000005722046,,,,,0,1,0,,,,,,Completion code
6,1633101628826,01/10/2021 15:20:28,1633101628280,-4,01/10/2021 11:20:28,50681,20,task-hf2c,,16124898,fkepnk3o,4764801,,complete,telktn,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,16.665999999999258,,,,,0,1,0,,,1,,,Completion code
7,1633101628826,01/10/2021 15:20:28,1633101628292,-4,01/10/2021 11:20:28,50681,20,task-hf2c,,16124898,fkepnk3o,4764801,,complete,telktn,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,Spreadsheet1,,,END TASK,,,,,11148,,,,,0,1,0,,,,,,
1,1633101658959,01/10/2021 15:20:58,1633101658881,-6,01/10/2021 09:20:58,50681,20,task-hf2c,,16124946,jgdcuisv,4764809,,complete,mukxxt,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633101664062,01/10/2021 15:21:04,1633101663980,-6,01/10/2021 09:21:03,50681,20,task-hf2c,,16124946,jgdcuisv,4764809,,complete,mukxxt,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,5035.700000001118,,,,,0,1,0,,,,,,Completion code
3,1633101667084,01/10/2021 15:21:07,1633101667032,-6,01/10/2021 09:21:07,50681,20,task-hf2c,,16124946,jgdcuisv,4764809,,complete,mukxxt,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,3041.800000000745,,,,,0,1,0,,,,,,Completion code
4,1633101668660,01/10/2021 15:21:08,1633101668576,-6,01/10/2021 09:21:08,50681,20,task-hf2c,,16124946,jgdcuisv,4764809,,complete,mukxxt,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,1530.2000000011176,,,Yes,1,1,0,0,,,,,,Completion code
5,1633101670035,01/10/2021 15:21:10,1633101669975,-6,01/10/2021 09:21:09,50681,20,task-hf2c,,16124946,jgdcuisv,4764809,,complete,mukxxt,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,1391.300000000745,,,,,0,1,0,,,,,,Completion code
6,1633101670253,01/10/2021 15:21:10,1633101669987,-6,01/10/2021 09:21:09,50681,20,task-hf2c,,16124946,jgdcuisv,4764809,,complete,mukxxt,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,16.655000000000655,,,,,0,1,0,,,1,,,Completion code
7,1633101670253,01/10/2021 15:21:10,1633101669989,-6,01/10/2021 09:21:09,50681,20,task-hf2c,,16124946,jgdcuisv,4764809,,complete,mukxxt,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,,,END TASK,,,,,11108,,,,,0,1,0,,,,,,
1,1633101665564,01/10/2021 15:21:05,1633101664484,-4,01/10/2021 11:21:04,50681,20,task-hf2c,,16124951,q5iaxdw7,4764812,,complete,bthajf,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1422x800,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
