Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-4bw7,checkpoint-gv9f,checkpoint-fk7v,branch-gxdo,checkpoint-3ran,branch-az1z,checkpoint-ivyp,checkpoint-lc6f,checkpoint-i3d1,randomiser-ab8b,randomiser-jycv,randomiser-ygby,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
1,1633098200825,01/10/2021 14:23:20,1633098385752,-5,01/10/2021 09:26:25,50681,20,task-hf2c,,16120793,uyv36hwt,4764149,,complete,szgcgt,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1280x1024,1107x696,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098205729,01/10/2021 14:23:25,1633098390724,-5,01/10/2021 09:26:30,50681,20,task-hf2c,,16120793,uyv36hwt,4764149,,complete,szgcgt,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1280x1024,1107x696,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,4923.900000035763,,,,,0,1,0,,,,,,Completion code
3,1633098218091,01/10/2021 14:23:38,1633098403089,-5,01/10/2021 09:26:43,50681,20,task-hf2c,,16120793,uyv36hwt,4764149,,complete,szgcgt,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1280x1024,1107x696,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,12354.5,,,,,0,1,0,,,,,,Completion code
4,1633098222305,01/10/2021 14:23:42,1633098407241,-5,01/10/2021 09:26:47,50681,20,task-hf2c,,16120793,uyv36hwt,4764149,,complete,szgcgt,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1280x1024,1107x696,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonB,response_button_text,4130.199999988079,,,No,1,0,1,0,,,,,,Completion code
5,1633098224923,01/10/2021 14:23:44,1633098409934,-5,01/10/2021 09:26:49,50681,20,task-hf2c,,16120793,uyv36hwt,4764149,,complete,szgcgt,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1280x1024,1107x696,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,5,NoUnderstand,advancementZone,continue_button,2680.800000011921,,,,,0,1,0,,,,,,Completion code
6,1633098229450,01/10/2021 14:23:49,1633098414453,-5,01/10/2021 09:26:54,50681,20,task-hf2c,,16120793,uyv36hwt,4764149,,complete,szgcgt,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1280x1024,1107x696,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,4510.699999988079,,,,,0,1,0,,,,,,Completion code
7,1633098241769,01/10/2021 14:24:01,1633098426781,-5,01/10/2021 09:27:06,50681,20,task-hf2c,,16120793,uyv36hwt,4764149,,complete,szgcgt,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1280x1024,1107x696,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,12319.5,,,,,0,1,0,,,,,,Completion code
8,1633098243577,01/10/2021 14:24:03,1633098428605,-5,01/10/2021 09:27:08,50681,20,task-hf2c,,16120793,uyv36hwt,4764149,,complete,szgcgt,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1280x1024,1107x696,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,1812.8999999761581,,,Yes,1,1,0,0,,,,,,Completion code
9,1633098245157,01/10/2021 14:24:05,1633098430165,-5,01/10/2021 09:27:10,50681,20,task-hf2c,,16120793,uyv36hwt,4764149,,complete,szgcgt,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1280x1024,1107x696,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,1550.699999988079,,,,,0,1,0,,,,,,Completion code
10,1633098245376,01/10/2021 14:24:05,1633098430191,-5,01/10/2021 09:27:10,50681,20,task-hf2c,,16120793,uyv36hwt,4764149,,complete,szgcgt,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1280x1024,1107x696,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,16.666000000004715,,,,,0,1,0,,,1,,,Completion code
11,1633098245376,01/10/2021 14:24:05,1633098430193,-5,01/10/2021 09:27:10,50681,20,task-hf2c,,16120793,uyv36hwt,4764149,,complete,szgcgt,,computer,Desktop or Laptop,Windows 7,Chrome 94.0.4606.71,1280x1024,1107x696,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,Spreadsheet1,,,END TASK,,,,,44441,,,,,0,1,0,,,,,,
1,1633098203934,01/10/2021 14:23:23,1633098205516,-4,01/10/2021 10:23:25,50681,20,task-hf2c,,16120794,97s8i9th,4764150,,complete,bzllif,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098209504,01/10/2021 14:23:29,1633098211118,-4,01/10/2021 10:23:31,50681,20,task-hf2c,,16120794,97s8i9th,4764150,,complete,bzllif,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,5497.700000017881,,,,,0,1,0,,,,,,Completion code
3,1633098211669,01/10/2021 14:23:31,1633098213207,-4,01/10/2021 10:23:33,50681,20,task-hf2c,,16120794,97s8i9th,4764150,,complete,bzllif,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,2063.5,,,,,0,1,0,,,,,,Completion code
4,1633098212888,01/10/2021 14:23:32,1633098214513,-4,01/10/2021 10:23:34,50681,20,task-hf2c,,16120794,97s8i9th,4764150,,complete,bzllif,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,1272.5999999940395,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098213795,01/10/2021 14:23:33,1633098215441,-4,01/10/2021 10:23:35,50681,20,task-hf2c,,16120794,97s8i9th,4764150,,complete,bzllif,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,909.5999999940395,,,,,0,1,0,,,,,,Completion code
6,1633098213943,01/10/2021 14:23:33,1633098215459,-4,01/10/2021 10:23:35,50681,20,task-hf2c,,16120794,97s8i9th,4764150,,complete,bzllif,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,16.652000000000044,,,,,0,1,0,,,1,,,Completion code
7,1633098213943,01/10/2021 14:23:33,1633098215466,-4,01/10/2021 10:23:35,50681,20,task-hf2c,,16120794,97s8i9th,4764150,,complete,bzllif,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target1,Spreadsheet1,,,END TASK,,,,,9950,,,,,0,1,0,,,,,,
1,1633098220560,01/10/2021 14:23:40,1633098220397,-4,01/10/2021 10:23:40,50681,20,task-hf2c,,16120811,pnls3i5k,4764154,,complete,mzcbiw,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1364x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098223649,01/10/2021 14:23:43,1633098223298,-4,01/10/2021 10:23:43,50681,20,task-hf2c,,16120811,pnls3i5k,4764154,,complete,mzcbiw,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1364x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,2843.5,,,,,0,1,0,,,,,,Completion code
3,1633098228090,01/10/2021 14:23:48,1633098227760,-4,01/10/2021 10:23:47,50681,20,task-hf2c,,16120811,pnls3i5k,4764154,,complete,mzcbiw,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1364x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,4450.799999952316,,,,,0,1,0,,,,,,Completion code
4,1633098230343,01/10/2021 14:23:50,1633098230259,-4,01/10/2021 10:23:50,50681,20,task-hf2c,,16120811,pnls3i5k,4764154,,complete,mzcbiw,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1364x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,2489,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098232577,01/10/2021 14:23:52,1633098232510,-4,01/10/2021 10:23:52,50681,20,task-hf2c,,16120811,pnls3i5k,4764154,,complete,mzcbiw,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1364x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,2244.2000000476837,,,,,0,1,0,,,,,,Completion code
6,1633098232811,01/10/2021 14:23:52,1633098232515,-4,01/10/2021 10:23:52,50681,20,task-hf2c,,16120811,pnls3i5k,4764154,,complete,mzcbiw,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1364x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,16.665999999999258,,,,,0,1,0,,,1,,,Completion code
7,1633098232811,01/10/2021 14:23:52,1633098232517,-4,01/10/2021 10:23:52,50681,20,task-hf2c,,16120811,pnls3i5k,4764154,,complete,mzcbiw,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1364x768,1364x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,,,END TASK,,,,,12120,,,,,0,1,0,,,,,,
1,1633098243726,01/10/2021 14:24:03,1633098239873,-5,01/10/2021 09:23:59,50681,20,task-hf2c,,16120838,uidnl17m,4764161,,complete,alhjjr,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1280x578,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098247063,01/10/2021 14:24:07,1633098243212,-5,01/10/2021 09:24:03,50681,20,task-hf2c,,16120838,uidnl17m,4764161,,complete,alhjjr,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1263x578,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,3261.7999999998137,,,,,0,1,0,,,,,,Completion code
3,1633098253394,01/10/2021 14:24:13,1633098248025,-5,01/10/2021 09:24:08,50681,20,task-hf2c,,16120838,uidnl17m,4764161,,complete,alhjjr,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1263x578,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,4802.4000000003725,,,,,0,1,0,,,,,,Completion code
4,1633098254122,01/10/2021 14:24:14,1633098249544,-5,01/10/2021 09:24:09,50681,20,task-hf2c,,16120838,uidnl17m,4764161,,complete,alhjjr,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1263x578,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,1503.2000000001863,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098255153,01/10/2021 14:24:15,1633098251255,-5,01/10/2021 09:24:11,50681,20,task-hf2c,,16120838,uidnl17m,4764161,,complete,alhjjr,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1263x578,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,1705.6000000005588,,,,,0,1,0,,,,,,Completion code
6,1633098255904,01/10/2021 14:24:15,1633098251268,-5,01/10/2021 09:24:11,50681,20,task-hf2c,,16120838,uidnl17m,4764161,,complete,alhjjr,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1263x578,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,16.666000000001077,,,,,0,1,0,,,1,,,Completion code
7,1633098255904,01/10/2021 14:24:15,1633098251271,-5,01/10/2021 09:24:11,50681,20,task-hf2c,,16120838,uidnl17m,4764161,,complete,alhjjr,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1280x720,1263x578,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,,,END TASK,,,,,11398,,,,,0,1,0,,,,,,
1,1633098245375,01/10/2021 14:24:05,1633098245267,-4,01/10/2021 10:24:05,50681,20,task-hf2c,,16120847,puz8oc63,4764169,,complete,lpjvxx,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098247190,01/10/2021 14:24:07,1633098247080,-4,01/10/2021 10:24:07,50681,20,task-hf2c,,16120847,puz8oc63,4764169,,complete,lpjvxx,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,1691,,,,,0,1,0,,,,,,Completion code
3,1633098254200,01/10/2021 14:24:14,1633098254116,-4,01/10/2021 10:24:14,50681,20,task-hf2c,,16120847,puz8oc63,4764169,,complete,lpjvxx,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,7018,,,,,0,1,0,,,,,,Completion code
4,1633098256326,01/10/2021 14:24:16,1633098255933,-4,01/10/2021 10:24:15,50681,20,task-hf2c,,16120847,puz8oc63,4764169,,complete,lpjvxx,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,1791,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098258315,01/10/2021 14:24:18,1633098258212,-4,01/10/2021 10:24:18,50681,20,task-hf2c,,16120847,puz8oc63,4764169,,complete,lpjvxx,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,2265,,,,,0,1,0,,,,,,Completion code
6,1633098258582,01/10/2021 14:24:18,1633098258227,-4,01/10/2021 10:24:18,50681,20,task-hf2c,,16120847,puz8oc63,4764169,,complete,lpjvxx,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,31.25,,,,,0,1,0,,,1,,,Completion code
7,1633098258582,01/10/2021 14:24:18,1633098258233,-4,01/10/2021 10:24:18,50681,20,task-hf2c,,16120847,puz8oc63,4764169,,complete,lpjvxx,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,,,END TASK,,,,,12966,,,,,0,1,0,,,,,,
1,1633098251539,01/10/2021 14:24:11,1633098226808,-5,01/10/2021 09:23:46,50681,20,task-hf2c,,16120858,kx6011rq,4764172,,complete,vvobru,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1920x975,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098257909,01/10/2021 14:24:17,1633098233219,-5,01/10/2021 09:23:53,50681,20,task-hf2c,,16120858,kx6011rq,4764172,,complete,vvobru,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1920x975,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,6368.299999999814,,,,,0,1,0,,,,,,Completion code
3,1633098260793,01/10/2021 14:24:20,1633098236096,-5,01/10/2021 09:23:56,50681,20,task-hf2c,,16120858,kx6011rq,4764172,,complete,vvobru,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1920x975,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,2870.7000000001863,,,,,0,1,0,,,,,,Completion code
4,1633098279382,01/10/2021 14:24:39,1633098254673,-5,01/10/2021 09:24:14,50681,20,task-hf2c,,16120858,kx6011rq,4764172,,complete,vvobru,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1920x975,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,18568,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098281132,01/10/2021 14:24:41,1633098256436,-5,01/10/2021 09:24:16,50681,20,task-hf2c,,16120858,kx6011rq,4764172,,complete,vvobru,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1920x975,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,1757.3000000002794,,,,,0,1,0,,,,,,Completion code
6,1633098281304,01/10/2021 14:24:41,1633098256447,-5,01/10/2021 09:24:16,50681,20,task-hf2c,,16120858,kx6011rq,4764172,,complete,vvobru,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1920x975,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,16.69999999999709,,,,,0,1,0,,,1,,,Completion code
7,1633098281304,01/10/2021 14:24:41,1633098256449,-5,01/10/2021 09:24:16,50681,20,task-hf2c,,16120858,kx6011rq,4764172,,complete,vvobru,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1920x975,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target1,Spreadsheet1,,,END TASK,,,,,29641,,,,,0,1,0,,,,,,
1,1633098251820,01/10/2021 14:24:11,1633098255729,-4,01/10/2021 10:24:15,50681,20,task-hf2c,,16120861,oe986hvy,4764175,,complete,iiwnjc,,computer,Desktop or Laptop,Windows 10,Edge 93.0.961.38,1600x900,1561x748,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098254984,01/10/2021 14:24:14,1633098258941,-4,01/10/2021 10:24:18,50681,20,task-hf2c,,16120861,oe986hvy,4764175,,complete,iiwnjc,,computer,Desktop or Laptop,Windows 10,Edge 93.0.961.38,1600x900,1561x748,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,3166.5,,,,,0,1,0,,,,,,Completion code
3,1633098257925,01/10/2021 14:24:17,1633098261875,-4,01/10/2021 10:24:21,50681,20,task-hf2c,,16120861,oe986hvy,4764175,,complete,iiwnjc,,computer,Desktop or Laptop,Windows 10,Edge 93.0.961.38,1600x900,1561x748,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,2924.5,,,,,0,1,0,,,,,,Completion code
4,1633098259471,01/10/2021 14:24:19,1633098263421,-4,01/10/2021 10:24:23,50681,20,task-hf2c,,16120861,oe986hvy,4764175,,complete,iiwnjc,,computer,Desktop or Laptop,Windows 10,Edge 93.0.961.38,1600x900,1561x748,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,1536.9000000953674,,,Yes,1,1,0,0,,,,,,Completion code
