Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-4bw7,checkpoint-gv9f,checkpoint-fk7v,branch-gxdo,checkpoint-3ran,branch-az1z,checkpoint-ivyp,checkpoint-lc6f,checkpoint-i3d1,randomiser-ab8b,randomiser-jycv,randomiser-ygby,Randomise questionnaire elements?,Question Key,Response
2,1633098346753,01/10/2021 14:25:46,1633098346212,-7,01/10/2021 07:25:46,50681,20,questionnaire-pcei,,16120943,f9gpmhta,4764206,,complete,sajccw,,computer,Desktop or Laptop,Windows 8.1,Chrome 94.0.4606.61,1366x768,1366x657,Demographics complete,Title Pages,2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target1,No,END QUESTIONNAIRE,31319
1,1633098346846,01/10/2021 14:25:46,1633098348862,-7,01/10/2021 07:25:48,50681,20,questionnaire-pcei,,16120966,6fvvby1h,4764211,,complete,zydhqq,,computer,Desktop or Laptop,Windows 8.1,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Title Pages,2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,BEGIN QUESTIONNAIRE,
2,1633098368524,01/10/2021 14:26:08,1633098369313,-7,01/10/2021 07:26:09,50681,20,questionnaire-pcei,,16120966,6fvvby1h,4764211,,complete,zydhqq,,computer,Desktop or Laptop,Windows 8.1,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Title Pages,2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,END QUESTIONNAIRE,20451
1,1633098348370,01/10/2021 14:25:48,1633098350263,-7,01/10/2021 07:25:50,50681,20,questionnaire-pcei,,16120967,4qzq5c9g,4764212,,complete,sjkjku,,computer,Desktop or Laptop,Windows 8.1,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Title Pages,2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,No,BEGIN QUESTIONNAIRE,
2,1633098361847,01/10/2021 14:26:01,1633098362502,-7,01/10/2021 07:26:02,50681,20,questionnaire-pcei,,16120967,4qzq5c9g,4764212,,complete,sjkjku,,computer,Desktop or Laptop,Windows 8.1,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Title Pages,2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,No,END QUESTIONNAIRE,12239
1,1633098349358,01/10/2021 14:25:49,1633098349036,-5,01/10/2021 09:25:49,50681,20,questionnaire-pcei,,16120970,f4hdb0mj,4764213,,complete,nbhpqq,,computer,Desktop or Laptop,Chromium OS 14092.66.0,Chrome 93.0.4577.95,1300x731,1300x580,Demographics complete,Title Pages,2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,BEGIN QUESTIONNAIRE,
2,1633098356249,01/10/2021 14:25:56,1633098355989,-5,01/10/2021 09:25:55,50681,20,questionnaire-pcei,,16120970,f4hdb0mj,4764213,,complete,nbhpqq,,computer,Desktop or Laptop,Chromium OS 14092.66.0,Chrome 93.0.4577.95,1300x731,1300x580,Demographics complete,Title Pages,2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target2,Target2,No,END QUESTIONNAIRE,6953
1,1633098349561,01/10/2021 14:25:49,1633098349370,-5,01/10/2021 09:25:49,50681,20,questionnaire-pcei,,16120971,z2n00itw,4764214,,complete,nbmroz,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1958x1101,1958x882,Demographics complete,Title Pages,2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,No,BEGIN QUESTIONNAIRE,
2,1633098362518,01/10/2021 14:26:02,1633098362354,-5,01/10/2021 09:26:02,50681,20,questionnaire-pcei,,16120971,z2n00itw,4764214,,complete,nbmroz,,computer,Desktop or Laptop,Windows 10,Firefox 92.0,1958x1101,1958x882,Demographics complete,Title Pages,2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,No,END QUESTIONNAIRE,12984
1,1633098356075,01/10/2021 14:25:56,1633098353622,-5,01/10/2021 09:25:53,50681,20,questionnaire-pcei,,16120978,prxn8v8j,4764215,,complete,vawanu,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,546x250,Demographics complete,Title Pages,2,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target1,Target2,No,BEGIN QUESTIONNAIRE,
